Plot_ID,Plant_ID,Tree_shrub,Species_LT,Stem,Area,Pla_spo,Pot,Pub_pri,Street
015,T20,tree,Camellia japonica,1,0,planted,non-pot,private,non_street
015,T21,tree,Ligustrum japonicum,1,0,planted,non-pot,private,non_street
015,T22,tree,Ligustrum japonicum,1,0,planted,non-pot,private,non_street
015,T23,tree,Chamaecyparis obtusa,1,0,planted,non-pot,private,non_street
015,T24,tree,Camellia japonica,1,0,planted,non-pot,private,non_street
015,T25,tree,Osmanthus heterophyllus,1,0,planted,non-pot,private,non_street
015,T26,tree,Ilex latifolia,1,0,planted,non-pot,private,non_street
015,T27,tree,Ligustrum japonicum,1,0,planted,non-pot,private,non_street
015,T28,tree,Chamaecyparis obtusa,1,0,planted,non-pot,private,non_street
015,T29,tree,Chamaecyparis obtusa,1,0,planted,non-pot,private,non_street
015,T30,tree,Camellia sasanqua,1,0,planted,non-pot,private,non_street
015,T31,tree,Osmanthus fragrans,1,0,planted,non-pot,private,non_street
017,T01,tree,Camellia japonica,1,0,planted,non-pot,private,non_street
017,T02,tree,Camellia japonica,1,0,planted,non-pot,private,non_street
017,T03,tree,Zelkova serrata,1,0,planted,non-pot,private,non_street
017,T04,tree,Dendropanax trifidus,1,0,planted,non-pot,private,non_street
017,T05,tree,Camellia sasanqua,1,0,planted,non-pot,private,non_street
017,T06,tree,Dendropanax trifidus,1,0,planted,non-pot,private,non_street
018,T01,tree,Zelkova serrata,1,0,planted,non-pot,public,street
018,T02,tree,Ginkgo biloba,1,0,planted,non-pot,public,street
018,T03,tree,Ginkgo biloba,1,0,planted,non-pot,public,street
018,T04,tree,Quercus glauca,1,0,planted,non-pot,private,non_street
018,T05,tree,Zelkova serrata,1,0,planted,non-pot,private,non_street
021,T01,tree,Zelkova serrata,1,0,planted,non-pot,private,non_street
021,T02,tree,Osmanthus fragrans,1,0,planted,non-pot,private,non_street
021,T03,tree,Euonymus japonicus,1,0,planted,non-pot,private,non_street
021,T04,tree,Syringa reticulata,1,0,planted,non-pot,private,non_street
021,T05,tree,Rubus trifidus,1,0,planted,non-pot,private,non_street
021,T06,tree,Phytolacca japonica,1,0,planted,non-pot,private,non_street
021,T07,tree,Albizia julibrissin,1,0,planted,non-pot,private,non_street
021,T08,tree,Duranta erecta,1,0,planted,non-pot,private,non_street
022,T01,tree,Nandina domestica,1,0,planted,non-pot,private,non_street
022,T02,tree,Nandina domestica,1,0,planted,non-pot,private,non_street
022,T03,tree,Nandina domestica,1,0,planted,non-pot,private,non_street
022,T04,tree,Celtis sinensis,1,0,planted,non-pot,private,non_street
022,T05,tree,Lagerstroemia indica,1,0,planted,non-pot,private,non_street
022,T06,tree,Lagerstroemia indica,1,0,planted,non-pot,private,non_street
022,T07,tree,Trachycarpus fortunei,1,0,planted,non-pot,private,non_street
022,T08,tree,Trachycarpus fortunei,1,0,planted,non-pot,private,non_street
022,T09,tree,Osmanthus fragrans,1,0,planted,non-pot,private,non_street
022,T10,tree,Osmanthus fragrans,1,0,planted,non-pot,private,non_street
022,T11,tree,Nandina domestica,1,0,planted,non-pot,private,non_street
022,T12,tree,Ginkgo biloba,1,0,planted,non-pot,private,non_street
022,T13,tree,Nandina domestica,1,0,planted,non-pot,private,non_street
022,T14,tree,Nandina domestica,1,0,planted,non-pot,private,non_street
022,T15,tree,Nandina domestica,1,0,planted,non-pot,private,non_street
022,T16,tree,Nandina domestica,1,0,planted,non-pot,private,non_street
022,T17,tree,Nandina domestica,1,0,planted,non-pot,private,non_street
022,T18,tree,Nandina domestica,1,0,planted,non-pot,private,non_street
022,T19,tree,Nandina domestica,1,0,planted,non-pot,private,non_street
022,T20,tree,Nandina domestica,1,0,planted,non-pot,private,non_street
022,T21,tree,Nandina domestica,1,0,planted,non-pot,private,non_street
022,T22,tree,Nandina domestica,1,0,planted,non-pot,private,non_street
022,T23,tree,Nandina domestica,1,0,planted,non-pot,private,non_street
022,T24,tree,Nandina domestica,1,0,planted,non-pot,private,non_street
022,T25,tree,Nandina domestica,1,0,planted,non-pot,private,non_street
022,T26,tree,Nandina domestica,1,0,planted,non-pot,private,non_street
022,T27,tree,Nandina domestica,1,0,planted,non-pot,private,non_street
022,T28,tree,Nandina domestica,1,0,planted,non-pot,private,non_street
022,T29,tree,Hydrangea macrophylla,1,0,planted,non-pot,private,non_street
024,T01,tree,Mallotus japonicus,1,0,spontaneous,non-pot,private,non_street
024,T02,tree,Olea europaea,1,0,planted,non-pot,private,non_street
024,T03,tree,Juniperus chinensis,1,0,planted,non-pot,private,non_street
024,T04,tree,Juniperus chinensis,1,0,planted,non-pot,private,non_street
024,T05,tree,Juniperus chinensis,1,0,planted,non-pot,private,non_street
024,T06,tree,Rhododendron hirado group,1,0,planted,non-pot,private,non_street
024,T07,tree,Nandina domestica,1,0,planted,non-pot,private,non_street
024,T08,tree,Ficus carica,1,0,planted,non-pot,private,non_street
024,T09,tree,Zelkova serrata,1,0,planted,non-pot,private,non_street
024,T10,tree,Prunus mume,1,0,planted,non-pot,private,non_street
024,T11,tree,Nandina domestica,1,0,planted,non-pot,private,non_street
024,T12,tree,Nandina domestica,1,0,planted,non-pot,private,non_street
024,T13,tree,Diospyros kaki,1,0,planted,non-pot,private,non_street
024,T14,tree,Myrtus communis,1,0,planted,non-pot,private,non_street
024,T15,tree,Spiraea thunbergii,1,0,planted,non-pot,private,non_street
024,T16,tree,Acer buergerianum,1,0,planted,non-pot,public,street
024,T17,tree,Acer buergerianum,1,0,planted,non-pot,public,street
025,T01,tree,Styrax japonicus,1,0,planted,non-pot,private,non_street
025,T02,tree,Styrax japonicus,1,0,planted,non-pot,private,non_street
025,T03,tree,Nandina domestica,1,0,planted,non-pot,private,non_street
025,T04,tree,Dendropanax trifidus,1,0,planted,non-pot,private,non_street
025,T05,tree,Osmanthus heterophyllus,1,0,planted,non-pot,private,non_street
025,T06,tree,Euonymus japonicus,1,0,planted,non-pot,private,non_street
025,T07,tree,Euonymus japonicus,1,0,planted,non-pot,private,non_street
025,T08,tree,Nandina domestica,1,0,planted,non-pot,private,non_street
025,T09,tree,Nandina domestica,1,0,planted,non-pot,private,non_street
025,T10,tree,Nandina domestica,1,0,planted,non-pot,private,non_street
025,T11,tree,Dendropanax trifidus,1,0,planted,non-pot,private,non_street
025,T12,tree,Dendropanax trifidus,1,0,planted,non-pot,private,non_street
036,T01,tree,Cornus florida,1,0,planted,non-pot,public,street
036,T02,tree,Cornus florida,1,0,planted,non-pot,public,street
036,T03,tree,Cornus florida,1,0,planted,non-pot,public,street
036,T04,tree,Cornus florida,1,0,planted,non-pot,public,street
036,T05,tree,Cornus florida,1,0,planted,non-pot,public,street
036,T06,tree,Cornus florida,1,0,planted,non-pot,public,street
043,T01,tree,Osmanthus fragrans,1,0,planted,non-pot,private,non_street
043,T02,tree,Cinnamomum camphora,1,0,planted,non-pot,private,non_street
043,T03,tree,Cinnamomum camphora,1,0,planted,non-pot,private,non_street
043,T04,tree,Aphananthe aspera,1,0,spontaneous,non-pot,private,non_street
043,T05,tree,Broussonetia papyrifera,1,0,spontaneous,non-pot,private,non_street
043,T06,tree,Osmanthus fragrans,1,0,planted,non-pot,private,non_street
043,T07,tree,Ligustrum lucidum,1,0,planted,non-pot,private,non_street
043,T08,tree,Celtis sinensis,1,0,spontaneous,non-pot,private,non_street
045,T01,tree,Cercidiphyllum japonicum,1,0,planted,non-pot,private,non_street
045,T02,tree,Cercidiphyllum japonicum,1,0,planted,non-pot,private,non_street
045,T03,tree,Hibiscus syriacus,1,0,planted,non-pot,private,non_street
045,T04,tree,Cinnamomum camphora,1,0,planted,non-pot,private,non_street
045,T05,tree,Nandina domestica,1,0,planted,non-pot,private,non_street
046,T01,tree,Acer palmatum,1,0,planted,non-pot,private,non_street
046,T02,tree,Hibiscus mutabilis,1,0,planted,non-pot,private,non_street
046,T03,tree,Mahonia fortunei,1,0,planted,non-pot,private,non_street
046,T04,tree,Acer palmatum,1,0,planted,non-pot,private,non_street
046,T05,tree,Magnolia kobus,1,0,planted,non-pot,private,non_street
046,T06,tree,Magnolia kobus,1,0,planted,non-pot,private,non_street
047,T01,tree,Pinus densiflora,1,0,planted,non-pot,public,non_street
047,T02,tree,Pinus thunbergii,1,0,planted,non-pot,public,non_street
047,T03,tree,Acer palmatum,1,0,planted,non-pot,public,non_street
047,T04,tree,Acer palmatum,1,0,planted,non-pot,public,non_street
047,T05,tree,Pinus densiflora,1,0,planted,non-pot,public,non_street
047,T06,tree,Pinus thunbergii,1,0,planted,non-pot,public,non_street
047,T07,tree,Pinus thunbergii,1,0,planted,non-pot,public,non_street
048,T01,tree,Aphananthe aspera,1,0,spontaneous,non-pot,public,non_street
048,T02,tree,Cinnamomum camphora,1,0,spontaneous,non-pot,public,non_street
048,T03,tree,Cinnamomum camphora,1,0,spontaneous,non-pot,public,non_street
048,T04,tree,Quercus glauca,1,0,spontaneous,non-pot,public,non_street
048,T05,tree,Cinnamomum camphora,1,0,spontaneous,non-pot,public,non_street
048,T06,tree,Quercus glauca,1,0,spontaneous,non-pot,public,non_street
050,T01,tree,Osmanthus fragrans,1,0,planted,non-pot,private,non_street
050,T02,tree,Osmanthus fragrans,1,0,planted,non-pot,private,non_street
050,T03,tree,Nandina domestica,1,0,planted,non-pot,private,non_street
050,T04,tree,Osmanthus fragrans,1,0,planted,non-pot,private,non_street
053,T01,tree,Ligustrum japonicum,1,0,spontaneous,non-pot,private,non_street
053,T02,tree,Aphananthe aspera,1,0,spontaneous,non-pot,private,non_street
053,T03,tree,Cinnamomum camphora,1,0,spontaneous,non-pot,private,non_street
053,T04,tree,Ligustrum japonicum,1,0,planted,non-pot,private,non_street
053,T05,tree,Aphananthe aspera,1,0,planted,non-pot,private,non_street
053,T06,tree,Quercus glauca,1,0,planted,non-pot,private,non_street
053,T07,tree,Cinnamomum camphora,1,0,planted,non-pot,private,non_street
053,T08,tree,Quercus glauca,1,0,planted,non-pot,private,non_street
053,T09,tree,Cedrus deodara,1,0,planted,non-pot,private,non_street
053,T10,tree,Cedrus deodara,1,0,planted,non-pot,private,non_street
053,T11,tree,Quercus glauca,1,0,planted,non-pot,private,non_street
053,T12,tree,Fatsia japonica,1,0,planted,non-pot,private,non_street
054,T01,tree,Ginkgo biloba,1,0,planted,non-pot,public,street
054,T02,tree,Distylium racemosum,1,0,planted,non-pot,private,non_street
054,T03,tree,Ternstroemia gymnanthera,1,0,planted,non-pot,private,non_street
054,T04,tree,Ternstroemia gymnanthera,1,0,planted,non-pot,private,non_street
054,T05,tree,Ilex latifolia,1,0,planted,non-pot,private,non_street
054,T06,tree,Podocarpus macrophyllus,1,0,planted,non-pot,private,non_street
054,T07,tree,Magnolia grandiflora,1,0,planted,non-pot,private,non_street
054,T08,tree,Podocarpus macrophyllus,1,0,planted,non-pot,private,non_street
054,T09,tree,Magnolia grandiflora,1,0,planted,non-pot,private,non_street
055,T01,tree,Ligustrum lucidum,1,0,planted,non-pot,public,non_street
055,T02,tree,Nandina domestica,1,0,planted,non-pot,public,non_street
055,T03,tree,Cerasus jamasakura,1,0,planted,non-pot,public,non_street
055,T04,tree,Cerasus jamasakura,1,0,planted,non-pot,public,non_street
055,T05,tree,Ligustrum sinense,1,0,spontaneous,non-pot,private,non_street
055,T06,tree,Celtis sinensis,1,0,spontaneous,non-pot,private,non_street
058,T01,tree,Rhapis humilis,1,0,planted,non-pot,private,non_street
058,T02,tree,Pinus thunbergii,1,0,planted,non-pot,private,non_street
060,T01,tree,Quercus glauca,1,0,planted,non-pot,private,non_street
060,T02,tree,Celtis sinensis,1,0,planted,non-pot,private,non_street
060,T03,tree,Celtis sinensis,1,0,planted,non-pot,private,non_street
060,T04,tree,Celtis sinensis,1,0,planted,non-pot,private,non_street
060,T05,tree,Ligustrum lucidum,1,0,planted,non-pot,private,non_street
060,T06,tree,Celtis sinensis,1,0,planted,non-pot,private,non_street
060,T07,tree,Celtis sinensis,1,0,planted,non-pot,private,non_street
060,T08,tree,Ligustrum lucidum,1,0,planted,non-pot,private,non_street
060,T09,tree,Ligustrum lucidum,1,0,planted,non-pot,private,non_street
060,T10,tree,Prunus x yedoensis,1,0,planted,non-pot,private,non_street
060,T11,tree,Ligustrum lucidum,1,0,planted,non-pot,private,non_street
060,T12,tree,Ligustrum lucidum,1,0,planted,non-pot,private,non_street
060,T13,tree,Photinia glabra,1,0,planted,non-pot,private,non_street
060,T14,tree,Photinia glabra,1,0,planted,non-pot,private,non_street
060,T15,tree,Photinia glabra,1,0,planted,non-pot,private,non_street
063,T01,tree,Fraxinus griffithii,1,0,planted,non-pot,private,non_street
063,T02,tree,Fraxinus griffithii,1,0,planted,non-pot,private,non_street
063,T03,tree,Juniperus chinensis,1,0,planted,non-pot,private,non_street
063,T04,tree,Cornus kousa,1,0,planted,non-pot,private,non_street
063,T05,tree,Cornus kousa,1,0,planted,non-pot,private,non_street
063,T06,tree,Osmanthus fragrans,1,0,planted,non-pot,private,non_street
063,T07,tree,Osmanthus fragrans,1,0,planted,non-pot,private,non_street
063,T08,tree,Osmanthus fragrans,1,0,planted,non-pot,public,non_street
063,T09,tree,Osmanthus fragrans,1,0,planted,non-pot,public,non_street
063,T10,tree,Osmanthus fragrans,1,0,planted,non-pot,public,non_street
063,T11,tree,Platycladus orientalis,1,0,planted,non-pot,private,non_street
063,T12,tree,Platycladus orientalis,1,0,planted,non-pot,private,non_street
063,T13,tree,Acacia baileyana,1,0,planted,non-pot,private,non_street
063,T14,tree,Fraxinus griffithii,1,0,planted,non-pot,private,non_street
063,T15,tree,Fraxinus griffithii,1,0,planted,non-pot,private,non_street
066,T01,tree,Celtis sinensis,1,0,spontaneous,non-pot,public,non_street
066,T02,tree,Acer palmatum,1,0,spontaneous,non-pot,public,non_street
066,T03,tree,Acer palmatum,1,0,spontaneous,non-pot,public,non_street
066,T04,tree,Zelkova serrata,1,0,spontaneous,non-pot,public,non_street
066,T05,tree,Quercus glauca,1,0,spontaneous,non-pot,public,non_street
066,T06,tree,Quercus myrsinifolia,1,0,spontaneous,non-pot,public,non_street
066,T07,tree,Acer palmatum,1,0,spontaneous,non-pot,public,non_street
066,T08,tree,Zelkova serrata,1,0,spontaneous,non-pot,public,non_street
066,T09,tree,Celtis sinensis,1,0,spontaneous,non-pot,public,non_street
066,T10,tree,Cinnamomum camphora,1,0,spontaneous,non-pot,public,non_street
066,T11,tree,Cinnamomum camphora,1,0,spontaneous,non-pot,public,non_street
066,T12,tree,Ligustrum japonicum,1,0,spontaneous,non-pot,public,non_street
066,T13,tree,Aucuba japonica,1,0,spontaneous,non-pot,public,non_street
066,T14,tree,Celtis sinensis,1,0,spontaneous,non-pot,public,non_street
066,T15,tree,Aucuba japonica,1,0,spontaneous,non-pot,public,non_street
066,T16,tree,Aphananthe aspera,1,0,spontaneous,non-pot,public,non_street
066,T17,tree,Cinnamomum camphora,1,0,spontaneous,non-pot,public,non_street
067,T01,tree,Fraxinus griffithii,1,0,planted,non-pot,private,non_street
067,T02,tree,Fraxinus griffithii,1,0,planted,non-pot,private,non_street
067,T03,tree,Fraxinus griffithii,1,0,planted,non-pot,private,non_street
068,T01,tree,Camellia sasanqua,1,0,planted,non-pot,private,non_street
068,T02,tree,Camellia sasanqua,1,0,planted,non-pot,private,non_street
068,T03,tree,Camellia sasanqua,1,0,planted,non-pot,private,non_street
068,T04,tree,Camellia sasanqua,1,0,planted,non-pot,private,non_street
068,T05,tree,Camellia sasanqua,1,0,planted,non-pot,private,non_street
068,T06,tree,Camellia sasanqua,1,0,planted,non-pot,private,non_street
068,T07,tree,Camellia sasanqua,1,0,planted,non-pot,private,non_street
068,T08,tree,Camellia sasanqua,1,0,planted,non-pot,private,non_street
068,T09,tree,Camellia sasanqua,1,0,planted,non-pot,private,non_street
068,T10,tree,Camellia sasanqua,1,0,planted,non-pot,private,non_street
071,T01,tree,Tsuga sieboldii,1,0,planted,non-pot,private,non_street
071,T02,tree,Tsuga sieboldii,1,0,planted,non-pot,private,non_street
071,T03,tree,Tsuga sieboldii,1,0,planted,non-pot,private,non_street
071,T04,tree,Tsuga sieboldii,1,0,planted,non-pot,private,non_street
071,T05,tree,Tsuga sieboldii,1,0,planted,non-pot,private,non_street
071,T06,tree,Tsuga sieboldii,1,0,planted,non-pot,private,non_street
071,T07,tree,Tsuga sieboldii,1,0,planted,non-pot,private,non_street
071,T08,tree,Tsuga sieboldii,1,0,planted,non-pot,private,non_street
071,T09,tree,Tsuga sieboldii,1,0,planted,non-pot,private,non_street
071,T10,tree,Tsuga sieboldii,1,0,planted,non-pot,private,non_street
071,T11,tree,Tsuga sieboldii,1,0,planted,non-pot,private,non_street
071,T12,tree,Tsuga sieboldii,1,0,planted,non-pot,private,non_street
071,T13,tree,Camellia japonica,1,0,planted,non-pot,private,non_street
071,T14,tree,Osmanthus fragrans,1,0,planted,non-pot,private,non_street
071,T15,tree,Osmanthus fragrans,1,0,planted,non-pot,private,non_street
071,T16,tree,Tsuga sieboldii,1,0,planted,non-pot,private,non_street
071,T17,tree,Tsuga sieboldii,1,0,planted,non-pot,private,non_street
071,T18,tree,Camellia japonica,1,0,planted,non-pot,private,non_street
071,T19,tree,Camellia japonica,1,0,planted,non-pot,private,non_street
071,T20,tree,Tsuga sieboldii,1,0,planted,non-pot,private,non_street
074,T01,tree,Acer palmatum,1,0,planted,non-pot,private,non_street
074,T02,tree,Acer palmatum,1,0,planted,non-pot,private,non_street
074,T03,tree,Acer palmatum,1,0,planted,non-pot,private,non_street
074,T04,tree,Acer palmatum,1,0,planted,non-pot,private,non_street
074,T05,tree,Acer palmatum,1,0,planted,non-pot,private,non_street
074,T06,tree,Acer palmatum,1,0,planted,non-pot,private,non_street
074,T07,tree,Acer palmatum,1,0,planted,non-pot,private,non_street
074,T08,tree,Prunus mume,1,0,planted,non-pot,private,non_street
074,T09,tree,Lagerstroemia indica,1,0,planted,non-pot,private,non_street
074,T10,tree,Osmanthus fragrans,1,0,planted,non-pot,private,non_street
074,T11,tree,Osmanthus fragrans,1,0,planted,non-pot,private,non_street
074,T12,tree,Nandina domestica,1,0,planted,non-pot,private,non_street
074,T13,tree,Osmanthus fragrans,1,0,planted,non-pot,private,non_street
074,T14,tree,Osmanthus fragrans,1,0,planted,non-pot,private,non_street
074,T15,tree,Osmanthus fragrans,1,0,planted,non-pot,private,non_street
074,T16,tree,Podocarpus macrophyllus,1,0,planted,non-pot,private,non_street
074,T17,tree,Osmanthus fragrans,1,0,planted,non-pot,private,non_street
074,T18,tree,Cleyera japonica,1,0,planted,non-pot,private,non_street
074,T19,tree,Osmanthus x fortunei,1,0,planted,non-pot,private,non_street
074,T20,tree,Viburnum odoratissimum,1,0,planted,non-pot,public,non_street
074,T21,tree,Viburnum odoratissimum,1,0,planted,non-pot,public,non_street
074,T22,tree,Viburnum odoratissimum,1,0,planted,non-pot,public,non_street
074,T23,tree,Viburnum odoratissimum,1,0,planted,non-pot,public,non_street
075,T01,tree,Platycladus orientalis,1,0,planted,non-pot,private,non_street
075,T02,tree,Dendropanax trifidus,1,0,planted,non-pot,private,non_street
075,T03,tree,Dendropanax trifidus,1,0,planted,non-pot,private,non_street
075,T04,tree,Dendropanax trifidus,1,0,planted,non-pot,private,non_street
075,T05,tree,Cedrus deodara,1,0,planted,non-pot,private,non_street
075,T06,tree,Castanea crenata,1,0,planted,non-pot,private,non_street
076,T01,tree,Acer palmatum,1,0,planted,non-pot,private,non_street
076,T02,tree,Rhododendron hirado group,1,0,planted,non-pot,private,non_street
076,T03,tree,Osmanthus fragrans,1,0,planted,non-pot,private,non_street
076,T04,tree,Nandina domestica,1,0,planted,non-pot,private,non_street
076,T05,tree,Camellia japonica,1,0,planted,non-pot,private,non_street
076,T06,tree,Prunus armeniaca,1,0,planted,non-pot,private,non_street
076,T07,tree,Osmanthus fragrans,1,0,planted,non-pot,private,non_street
076,T08,tree,Acer palmatum,1,0,planted,non-pot,public,non_street
076,T09,tree,Prunus x yedoensis,1,0,planted,non-pot,public,non_street
078,T01,tree,Cerasus jamasakura,1,0,planted,non-pot,private,non_street
078,T02,tree,Prunus x yedoensis,1,0,planted,non-pot,private,non_street
078,T03,tree,Prunus x yedoensis,1,0,planted,non-pot,private,non_street
078,T04,tree,Prunus x yedoensis,1,0,planted,non-pot,private,non_street
081,T01,tree,Cryptomeria japonica,1,0,planted,non-pot,public,non_street
081,T02,tree,Cryptomeria japonica,1,0,planted,non-pot,public,non_street
081,T03,tree,Cryptomeria japonica,1,0,planted,non-pot,public,non_street
081,T04,tree,Cryptomeria japonica,1,0,planted,non-pot,public,non_street
081,T05,tree,Acer palmatum,1,0,planted,non-pot,public,non_street
081,T06,tree,Cornus kousa,1,0,planted,non-pot,public,non_street
081,T07,tree,Cornus kousa,1,0,planted,non-pot,public,non_street
081,T08,tree,Prunus spachiana,1,0,planted,non-pot,public,non_street
081,T09,tree,Acer palmatum,1,0,planted,non-pot,public,non_street
081,T10,tree,Aesculus turbinata,1,0,planted,non-pot,public,non_street
081,T11,tree,Acer palmatum,1,0,planted,non-pot,public,non_street
081,T12,tree,Acer palmatum,1,0,planted,non-pot,public,non_street
081,T13,tree,Cryptomeria japonica,1,0,planted,non-pot,public,non_street
081,T14,tree,Cryptomeria japonica,1,0,planted,non-pot,public,non_street
081,T15,tree,Cryptomeria japonica,1,0,planted,non-pot,public,non_street
081,T16,tree,Cryptomeria japonica,1,0,planted,non-pot,public,non_street
081,T17,tree,Cryptomeria japonica,1,0,planted,non-pot,public,non_street
081,T18,tree,Cryptomeria japonica,1,0,planted,non-pot,public,non_street
081,T19,tree,Cryptomeria japonica,1,0,planted,non-pot,public,non_street
081,T20,tree,Cryptomeria japonica,1,0,planted,non-pot,public,non_street
081,T21,tree,Cryptomeria japonica,1,0,planted,non-pot,public,non_street
081,T22,tree,Cryptomeria japonica,1,0,planted,non-pot,public,non_street
081,T23,tree,Cryptomeria japonica,1,0,planted,non-pot,public,non_street
081,T24,tree,Cryptomeria japonica,1,0,planted,non-pot,public,non_street
081,T25,tree,Quercus salicina,1,0,planted,non-pot,public,non_street
081,T26,tree,Quercus salicina,1,0,planted,non-pot,public,non_street
081,T27,tree,Quercus salicina,1,0,planted,non-pot,public,non_street
081,T28,tree,Quercus salicina,1,0,planted,non-pot,public,non_street
081,T29,tree,Quercus salicina,1,0,planted,non-pot,public,non_street
081,T30,tree,Quercus salicina,1,0,planted,non-pot,public,non_street
081,T31,tree,Quercus salicina,1,0,planted,non-pot,public,non_street
081,T32,tree,Quercus salicina,1,0,planted,non-pot,public,non_street
081,T33,tree,Quercus salicina,1,0,planted,non-pot,public,non_street
081,T34,tree,Quercus salicina,1,0,planted,non-pot,public,non_street
083,T01,tree,Olea europaea,1,0,planted,non-pot,private,non_street
083,T02,tree,Cryptomeria japonica,1,0,planted,non-pot,private,non_street
083,T03,tree,Nandina domestica,1,0,spontaneous,non-pot,private,non_street
083,T04,tree,Cornus kousa,1,0,planted,non-pot,private,non_street
083,T05,tree,Nandina domestica,1,0,planted,non-pot,private,non_street
083,T06,tree,Nandina domestica,1,0,planted,non-pot,private,non_street
083,T07,tree,Nandina domestica,1,0,planted,non-pot,private,non_street
083,T08,tree,Osmanthus fragrans,1,0,planted,non-pot,private,non_street
083,T09,tree,Osmanthus fragrans,1,0,planted,non-pot,private,non_street
083,T10,tree,Osmanthus fragrans,1,0,planted,non-pot,private,non_street
083,T11,tree,Osmanthus fragrans,1,0,planted,non-pot,private,non_street
083,T12,tree,Acer palmatum,1,0,planted,non-pot,private,non_street
083,T13,tree,Dendropanax trifidus,1,0,planted,non-pot,private,non_street
084,T01,tree,Cryptomeria japonica,1,0,planted,non-pot,private,non_street
084,T02,tree,Camellia japonica,1,0,planted,non-pot,private,non_street
084,T03,tree,Ilex crenata,1,0,planted,non-pot,private,non_street
084,T04,tree,Cryptomeria japonica,1,0,planted,non-pot,private,non_street
084,T05,tree,Cryptomeria japonica,1,0,planted,non-pot,private,non_street
084,T06,tree,Cryptomeria japonica,1,0,planted,non-pot,private,non_street
084,T07,tree,Cornus kousa,1,0,planted,non-pot,private,non_street
084,T08,tree,Podocarpus macrophyllus,1,0,planted,non-pot,private,non_street
084,T09,tree,Osmanthus fragrans,1,0,planted,non-pot,private,non_street
084,T10,tree,Cotinus coggygria,1,0,planted,non-pot,private,non_street
084,T11,tree,Olea europaea,1,0,planted,non-pot,private,non_street
084,T12,tree,Podocarpus macrophyllus,1,0,planted,non-pot,private,non_street
084,T13,tree,Prunus mume,1,0,planted,non-pot,private,non_street
084,T14,tree,Citrus junos,1,0,planted,non-pot,private,non_street
084,T15,tree,Cryptomeria japonica,1,0,planted,non-pot,private,non_street
084,T16,tree,Osmanthus fragrans,1,0,planted,non-pot,private,non_street
084,T17,tree,Lagerstroemia indica,1,0,planted,non-pot,private,non_street
084,T18,tree,Acer palmatum,1,0,planted,non-pot,private,non_street
086,T01,tree,Cornus kousa,1,0,planted,non-pot,private,non_street
086,T02,tree,Photinia glabra,1,0,planted,non-pot,private,non_street
086,T03,tree,Photinia glabra,1,0,planted,non-pot,private,non_street
086,T04,tree,Photinia glabra,1,0,planted,non-pot,private,non_street
086,T05,tree,Photinia glabra,1,0,planted,non-pot,private,non_street
086,T06,tree,Photinia glabra,1,0,planted,non-pot,private,non_street
086,T07,tree,Photinia glabra,1,0,planted,non-pot,private,non_street
086,T08,tree,Photinia glabra,1,0,planted,non-pot,private,non_street
086,T09,tree,Vitis vinifera,1,0,planted,non-pot,private,non_street
086,T10,tree,Olea europaea,1,0,planted,non-pot,private,non_street
086,T11,tree,Olea europaea,1,0,planted,non-pot,private,non_street
086,T12,tree,Olea europaea,1,0,planted,non-pot,private,non_street
